gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
133367,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,ENERGIZER HOLDINGS INC,ENR,29266R108,0001096752,3690,335912
137024,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,BASIC ENERGY SERVICES INC,BAS,06985P100,0001109189,1389,213112
140983,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,BANK MUTUAL CORP,BKMU,063750103,0001123270,6035,522120
141459,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,GARMIN LTD,GRMN,H2906T109,0001121788,3812,334511
145049,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,GAMESTOP CORP,GME,36467W208,0001326380,5734,443142
145049,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,GAMESTOP CORP,GME,36467W109,0001326380,5734,443142
145701,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,PRINCIPAL FINANCIAL GRP INC,PFG,74251V300,0001126328,6282,523920
145701,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,PRINCIPAL FINANCIAL GRP INC,PFG,74251V102,0001126328,6282,523920
148391,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,KIRKLAND'S INC,KIRK,497498105,0001056285,5990,453998
148470,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,RED ROBIN GOURMET BURGERS,RRGB,75689M101,0001171759,5812,722511
156153,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,TESSERA TECHNOLOGIES INC,TSRA,88164L100,0001261694,3674,334413
160255,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,HOSPIRA INC,HSP,441060100,0001274057,2834,325412
160706,02,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,DIAMONDROCK HOSPITALITY CO,DRH,252784301,0001298946,6798,525990
160912,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,DREAMWORKS ANIMATION INC,DWA,26153C103,0001297401,7812,512110
162459,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,BILL BARRETT CORP,BBG,06846N104,0001172139,1311,211111
163627,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,DIAMOND FOODS INC,DMND,252603105,0001320947,2090,311919
163878,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,CAPELLA EDUCATION CO,CPLA,139594105,0001104349,8200,611310
164572,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,AMERISAFE INC,AMSF,03071H100,0001018979,6331,524126
164680,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,KAPSTONE PAPER & PACKAGING,KS,48562P103,0001325281,2631,322130
165746,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,LIVE NATION ENTERTAINMENT,LYV,538034109,0001335258,7900,711320
165845,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,NTELOS HOLDINGS CORP,NTLS,67020Q305,0001328571,4812,517210
170617,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,FACEBOOK INC,FB,30303M102,0001326801,7370,519130
175263,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,WESTERN UNION CO,WU,959802109,0001365135,6099,522320
175404,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,FIRST SOLAR INC,FSLR,336433107,0001274494,3674,334413
176022,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,EMERGENT BIOSOLUTIONS INC,EBS,29089Q105,0001367644,2836,325414
176282,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,SPECTRA ENERGY CORP,SE,847560109,0001373835,4923,221210
176362,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,AEROVIRONMENT INC,AVAV,008073108,0001368622,3721,336411
177895,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,GT ADVANCED TECHNOLOGIES INC,GTAT,36191U106,0001394954,3674,334413
178803,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,ENSIGN GROUP INC,ENSG,29358P101,0001125376,8051,623311
179077,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,FORESTAR GROUP INC,FOR,346233109,0001406587,6552,237210
180466,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,JOHN BEAN TECHNOLOGIES,JBT,477839104,0001433660,3550,333241
181104,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,ALLSCRIPTS HEALTHCARE SOLTNS,MDRX,01988P108,0001124804,7373,541512
183257,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,CAREFUSION CORP,CFN,14170T101,0001457543,3841,339112
184263,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,QUINSTREET INC,QNST,74874Q100,0001117297,7370,519130
184392,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,GREEN DOT CORP,GDOT,39304D102,0001386278,7389,522320
186310,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,HUNTINGTON INGALLS IND INC,HII,446413106,0001501585,3730,336611
187766,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,ERA GROUP INC,ERA,26885G109,0001525221,4522,481211
264385,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,NUVASIVE INC,NUVA,670704105,0001142596,3841,339112
294524,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,LYONDELLBASELL INDUSTRIES NV,LYB,N53745118,0001489393,2820,325220
294524,01,165186,20131223,,S&P 1500 Growth,GROWTH,I0232,,,S&P,LYONDELLBASELL INDUSTRIES NV,LYB,N53745100,0001489393,2820,325220
012338,01,165186,20131223,20140128,S&P 1500 Growth,GROWTH,I0232,,,S&P,HEALTH MANAGEMENT ASSOC,HMA,421933102,0000792985,8062,622110
012338,01,165186,20131223,20140128,S&P 1500 Growth,GROWTH,I0232,,,S&P,HEALTH MANAGEMENT ASSOC,HMA,421933938,0000792985,8062,622110
015092,01,165186,20131223,20140217,S&P 1500 Growth,GROWTH,I0232,,,S&P,CEC ENTERTAINMENT INC,CEC,125137109,0000813920,5812,722511
025623,01,165186,20131223,20140420,S&P 1500 Growth,GROWTH,I0232,,,S&P,HI TECH PHARMACAL CO INC,HITK,42840B101,0000887497,2834,325412
030138,01,165186,20131223,20140622,S&P 1500 Growth,GROWTH,I0232,,,S&P,JOS A BANK CLOTHIERS INC,JOSB,480838101,0000920033,2300,315220
004843,01,165186,20131223,20140630,S&P 1500 Growth,GROWTH,I0232,,,S&P,FOREST LABORATORIES  -CL A,FRX,345838106,0000038074,2834,325412
061587,01,165186,20131223,20140803,S&P 1500 Growth,GROWTH,I0232,,,S&P,INTEVAC INC,IVAC,461148108,0001001902,3559,333249
019402,01,165186,20140102,,S&P 1500 Growth,GROWTH,I0232,,,S&P,G-III APPAREL GROUP LTD,GIII,36237H101,0000821002,2300,315280
061406,01,165186,20140103,,S&P 1500 Growth,GROWTH,I0232,,,S&P,RENAISSANCERE HOLDINGS LTD,RNR,G7498P200,0000913144,6331,524130
061406,01,165186,20140103,,S&P 1500 Growth,GROWTH,I0232,,,S&P,RENAISSANCERE HOLDINGS LTD,RNR,G7496G202,0000913144,6331,524130
061406,01,165186,20140103,,S&P 1500 Growth,GROWTH,I0232,,,S&P,RENAISSANCERE HOLDINGS LTD,RNR,G7496G103,0000913144,6331,524130
180562,01,165186,20140124,,S&P 1500 Growth,GROWTH,I0232,,,S&P,ROADRUNNER TRANS SVCS HLDGS,RRTS,76973Q105,0001440024,4731,541614
174876,01,165186,20140129,,S&P 1500 Growth,GROWTH,I0232,,,S&P,SIRONA DENTAL SYSTEMS INC,SIRO,82966C103,0001014507,3843,339114
183377,01,165186,20140129,,S&P 1500 Growth,GROWTH,I0232,,,S&P,FORTINET INC,FTNT,34959E109,0001262039,7372,511210
143912,01,165186,20140205,,S&P 1500 Growth,GROWTH,I0232,,,S&P,TASER INTERNATIONAL INC,TASR,87651B104,0001069183,3480,332994
181989,01,165186,20140218,,S&P 1500 Growth,GROWTH,I0232,,,S&P,U S SILICA HOLDINGS INC,SLCA,90346E103,0001524741,1400,212325
019518,01,165186,20140303,,S&P 1500 Growth,GROWTH,I0232,,,S&P,KNOWLES CORP,KN,49926D109,0001587523,3670,334419
026016,01,165186,20140303,,S&P 1500 Growth,GROWTH,I0232,,,S&P,UNIVERSAL INSURANCE HLDGS,UVE,91359V107,0000891166,6331,524126
065021,01,165186,20140303,,S&P 1500 Growth,GROWTH,I0232,,,S&P,8X8 INC,EGHT,282914100,0001023731,4899,517110
118081,01,165186,20140402,,S&P 1500 Growth,GROWTH,I0232,,,S&P,ALBANY MOLECULAR RESH INC,AMRI,012423109,0001065087,8731,541712
179583,01,165186,20140402,,S&P 1500 Growth,GROWTH,I0232,,,S&P,FABRINET,FN,G3323L100,0001408710,3670,3344
160329,03,165186,20140403,,S&P 1500 Growth,GROWTH,I0232,,,S&P,GOOGLE INC,GOOG,38259P508,0001288776,7370,519130
160329,03,165186,20140403,,S&P 1500 Growth,GROWTH,I0232,,,S&P,GOOGLE INC,GOOG,38259P706,0001288776,7370,519130
012181,01,165186,20140421,,S&P 1500 Growth,GROWTH,I0232,,,S&P,REPLIGEN CORP,RGEN,759916109,0000730272,2836,325414
001094,01,165186,20140501,,S&P 1500 Growth,GROWTH,I0232,,,S&P,ACETO CORP,ACET,004446100,0000002034,5160,424690
020430,01,165186,20140501,,S&P 1500 Growth,GROWTH,I0232,,,S&P,SLM CORP,SLM,78442P106,0001032033,6141,5222
174049,01,165186,20140505,,S&P 1500 Growth,GROWTH,I0232,,,S&P,PGT INC,PGTI,69336V101,0001354327,3442,332321
180711,01,165186,20140508,,S&P 1500 Growth,GROWTH,I0232,,,S&P,AVAGO TECHNOLOGIES LTD,AVGO,Y0486S104,0001441634,3674,334413
178539,01,165186,20140512,,S&P 1500 Growth,GROWTH,I0232,,,S&P,RETAIL OPPORTUNITY INVTS CP,ROIC,76131N200,0001407623,6798,531120
178539,01,165186,20140512,,S&P 1500 Growth,GROWTH,I0232,,,S&P,RETAIL OPPORTUNITY INVTS CP,ROIC,76131N101,0001407623,6798,531120
020344,01,165186,20140529,,S&P 1500 Growth,GROWTH,I0232,,,S&P,WASHINGTON PRIME GROUP INC,WPG,939647103,0001594686,6798,531120
020020,01,165186,20140602,,S&P 1500 Growth,GROWTH,I0232,,,S&P,CIVEO CORP,CVEO,178787107,0001590584,7011,721
020235,01,165186,20140602,,S&P 1500 Growth,GROWTH,I0232,,,S&P,NOW INC,DNOW,67011P100,0001599617,5084,423830
019582,01,165186,20140603,,S&P 1500 Growth,GROWTH,I0232,,,S&P,CARETRUST REIT INC,CTRE,14174T107,0001590717,6798,531120
022632,01,165186,20140603,,S&P 1500 Growth,GROWTH,I0232,,,S&P,LANNETT CO INC,LCI,516012101,0000057725,2834,325412
019580,01,165186,20140609,,S&P 1500 Growth,GROWTH,I0232,,,S&P,TIME INC,TIME,887228104,0001591517,2721,511120
183963,01,165186,20140623,,S&P 1500 Growth,GROWTH,I0232,,,S&P,CHESAPEAKE LODGING TRUST,CHSP,165240102,0001473078,6798,531120
020502,01,165186,20140630,,S&P 1500 Growth,GROWTH,I0232,,,S&P,RAYONIER ADVANCED MATERIALS,RYAM,75508B104,0001597672,2820,3252
178870,01,165186,20140701,,S&P 1500 Growth,GROWTH,I0232,,,S&P,SYNERGY RESOURCES CORP,SYRG,87164P103,0001413507,1311,211111
186045,01,165186,20140701,,S&P 1500 Growth,GROWTH,I0232,,,S&P,SAGENT PHARMACEUTICALS INC,SGNT,786692103,0001369786,2834,325412
019858,01,165186,20140702,,S&P 1500 Growth,GROWTH,I0232,,,S&P,VERITIV CORP,VRTV,923454102,0001599489,5110,4241
065944,01,165186,20140702,,S&P 1500 Growth,GROWTH,I0232,,,S&P,DEPOMED INC,DEPO,249908104,0001005201,2834,325412
029612,01,165186,20140718,,S&P 1500 Growth,GROWTH,I0232,,,S&P,CELADON GROUP INC,CGI,150838100,0000865941,4213,484121
161953,01,165186,20140722,,S&P 1500 Growth,GROWTH,I0232,,,S&P,EDUCATION REALTY TRUST INC,EDR,28140H104,0001302343,6798,531110
179027,01,165186,20140724,,S&P 1500 Growth,GROWTH,I0232,,,S&P,MEDASSETS INC,MDAS,584045108,0001254419,7372,511210
020967,01,165186,20140804,,S&P 1500 Growth,GROWTH,I0232,,,S&P,PARAGON OFFSHORE PLC,PGN,G6S01W108,0001594590,1381,213111
164296,03,165186,20140807,,S&P 1500 Growth,GROWTH,I0232,,,S&P,DISCOVERY COMMUNICATIONS INC,DISCA,25470F302,0001437107,4841,515210
164296,03,165186,20140807,,S&P 1500 Growth,GROWTH,I0232,,,S&P,DISCOVERY COMMUNICATIONS INC,DISCA,25470F203,0001437107,4841,515210
164296,03,165186,20140807,,S&P 1500 Growth,GROWTH,I0232,,,S&P,DISCOVERY COMMUNICATIONS INC,DISCA,25470F104,0001437107,4841,515210
111064,01,165186,20140815,,S&P 1500 Growth,GROWTH,I0232,,,S&P,ULTIMATE SOFTWARE GROUP INC,ULTI,90385D107,0001016125,7372,511210
154758,01,165186,20140818,,S&P 1500 Growth,GROWTH,I0232,,,S&P,PROVIDENCE SERVICE CORP,PRSC,743815102,0001220754,4100,485991
005379,01,165186,20140819,,S&P 1500 Growth,GROWTH,I0232,,,S&P,GULFMARK OFFSHORE INC,GLF,402629208,0001030749,4412,483111
162127,01,165186,20140819,,S&P 1500 Growth,GROWTH,I0232,,,S&P,CONSOLIDATED COMM HLDGS INC,CNSL,209034107,0001304421,4813,517110
001177,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,AETNA INC,AET,00817Y108,0001122304,6324,524114
001177,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,AETNA INC,AET,00817Y207,0001122304,6324,524114
001209,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,AIR PRODUCTS & CHEMICALS INC,APD,009158106,0000002969,2810,325120
001254,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,MATSON INC,MATX,57686G105,0000003453,4400,483113
001356,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,ALCOA INC,AA,013817200,0000004281,3350,331318
001356,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,ALCOA INC,AA,013817101,0000004281,3350,331318
001410,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,ABM INDUSTRIES INC,ABM,000957100,0000771497,7340,561720
001440,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,AMERICAN ELECTRIC POWER CO,AEP,025537200,0000004904,4911,2211
001440,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,AMERICAN ELECTRIC POWER CO,AEP,025537101,0000004904,4911,2211
001722,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,ARCHER-DANIELS-MIDLAND CO,ADM,039483102,0000007084,2070,31122
001743,02,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,ARCBEST CORP,ARCB,03937C105,0000894405,4213,484122
001794,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,ASHLAND INC,ASH,044209104,0001305014,2820,3251
001837,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,AGL RESOURCES INC,GAS,001204106,0001004155,4924,221210
001913,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,AVERY DENNISON CORP,AVY,053611109,0000008818,2670,322220
001919,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,AVNET INC,AVT,053807103,0000008858,5065,423690
002005,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,BANK OF HAWAII CORP,BOH,062540109,0000046195,6020,522110
002019,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,BANK OF NEW YORK MELLON CORP,BK,064058100,0001390777,6020,522110
002154,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,BEMIS CO INC,BMS,081437105,0000011199,2670,322220
002259,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,BLACK HILLS CORP,BKH,092113109,0001130464,4911,2211
002403,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,BRISTOL-MYERS SQUIBB CO,BMY,110122207,0000014272,2834,325412
002403,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,BRISTOL-MYERS SQUIBB CO,BMY,110122108,0000014272,2834,325412
002574,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CSX CORP,CSX,126408103,0000277948,4011,482111
002593,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CABOT CORP,CBT,127055101,0000016040,2890,325180
002771,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CARLISLE COS INC,CSL,142339100,0000790051,2950,324122
002818,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CATO CORP  -CL A,CATO,149205106,0000018255,5621,448120
002968,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,JPMORGAN CHASE & CO,JPM,46625H696,0000019617,6020,522110
002968,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,JPMORGAN CHASE & CO,JPM,46625H100,0000019617,6020,522110
002968,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,JPMORGAN CHASE & CO,JPM,46625H910,0000019617,6020,522110
002968,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,JPMORGAN CHASE & CO,JPM,46625H720,0000019617,6020,522110
003024,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CHUBB CORP,CB,171232101,0000020171,6331,524126
003024,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CHUBB CORP,CB,171232507,0000020171,6331,524126
003093,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CLARCOR INC,CLC,179895107,0000020740,3564,333413
003362,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CONAGRA FOODS INC,CAG,205887102,0000023217,2000,31142
003362,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CONAGRA FOODS INC,CAG,205887409,0000023217,2000,31142
003413,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CONSOLIDATED EDISON INC,ED,209115104,0001047862,4931,22111
003413,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CONSOLIDATED EDISON INC,ED,209115203,0001047862,4931,22111
003505,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,MOLSON COORS BREWING CO,TAP,60871R100,0000024545,2082,312120
003505,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,MOLSON COORS BREWING CO,TAP,60871R209,0000024545,2082,312120
003897,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DTE ENERGY CO,DTE,233331107,0000936340,4931,2211
003897,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DTE ENERGY CO,DTE,233331206,0000936340,4931,2211
003946,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DIEBOLD INC,DBD,253651103,0000028823,3578,334118
004029,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DOMINION RESOURCES INC,D,25746U109,0000715957,4911,22111
004040,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DONNELLEY (R R) & SONS CO,RRD,257867101,0000029669,2750,32311
004060,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DOW CHEMICAL,DOW,260543103,0000029915,2821,325211
004087,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DU PONT (E I) DE NEMOURS,DD,263534307,0000030554,2820,3252
004087,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DU PONT (E I) DE NEMOURS,DD,263534208,0000030554,2820,3252
004087,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DU PONT (E I) DE NEMOURS,DD,263534109,0000030554,2820,3252
004093,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DUKE ENERGY CORP,DUK,26441C204,0001326160,4931,2211
004093,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,DUKE ENERGY CORP,DUK,264399585,0001326160,4931,2211
004199,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,EATON CORP PLC,ETN,G29183103,0000031277,3620,335314
004321,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,EMERSON ELECTRIC CO,EMR,291011104,0000032604,3600,335
004351,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,ENERGEN CORP,EGN,29265N108,0000277595,4924,211111
004383,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,ATMOS ENERGY CORP,ATO,049560105,0000731802,4924,221210
004517,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,NEXTERA ENERGY INC,NEE,65339F101,0000753308,4911,22111
004598,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,FEDEX CORP,FDX,31428X106,0001048911,4513,492110
004818,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,FLUOR CORP,FLR,343412102,0001124198,1600,237990
004839,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,FORD MOTOR CO,F,345370860,0000037996,3711,33611
004941,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,GATX CORP,GMT,361448103,0000040211,4700,532411
004988,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,GANNETT CO,GCI,364730101,0000039899,2711,511110
005047,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,GENERAL ELECTRIC CO,GE,369604103,0000040545,9997,999977
005125,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,GENUINE PARTS CO,GPC,372460105,0000040987,5013,423120
005496,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,HARSCO CORP,HSC,415864107,0000045876,3390,331110
005526,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,HAWAIIAN ELECTRIC INDS,HE,419870100,0000354707,4911,22111
005742,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,CENTERPOINT ENERGY INC,CNP,15189T107,0001130310,4931,22111
005764,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,HUBBELL INC  -CL B,HUB.B,443510201,0000048898,3640,335931
005764,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,HUBBELL INC  -CL B,HUB.B,443510102,0000048898,3640,335931
005862,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,RAYONIER INC,RYN,754907103,0000052827,2611,322110
005870,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,IDACORP INC,IDA,451107106,0001057877,4911,22111
005987,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,GRIFFON CORP,GFF,398433102,0000050725,3442,332321
006034,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,INTERFACE INC,TILE,458665205,0000715787,2273,314110
006034,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,INTERFACE INC,TILE,458665304,0000715787,2273,314110
006104,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,INTL PAPER CO,IP,460146103,0000051434,2631,322130
006326,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,KAMAN CORP,KAMN,483548202,0000054381,5080,423840
006326,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,KAMAN CORP,KAMN,483548103,0000054381,5080,423840
006334,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,GREAT PLAINS ENERGY INC,GXP,391164100,0001143068,4911,2211
006334,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,GREAT PLAINS ENERGY INC,GXP,391164803,0001143068,4911,2211
006334,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,GREAT PLAINS ENERGY INC,GXP,391164506,0001143068,4911,2211
006379,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,KELLY SERVICES INC  -CL A,KELYA,488152208,0000055135,7363,561320
006379,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,KELLY SERVICES INC  -CL A,KELYA,488152109,0000055135,7363,561320
006379,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,KELLY SERVICES INC  -CL A,KELYA,488152307,0000055135,7363,561320
006386,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,KENNAMETAL INC,KMT,489170100,0000055242,3540,333517
006502,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,KROGER CO,KR,501044101,0000056873,5411,445110
006742,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,LINCOLN NATIONAL CORP,LNC,534187208,0000059558,6311,524113
006742,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,LINCOLN NATIONAL CORP,LNC,534187109,0000059558,6311,524113
006781,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,LOEWS CORP,L,540424108,0000060086,6331,524126
007017,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,MARATHON OIL CORP,MRO,565849106,0000101778,1311,211111
007022,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,MARCUS CORP,MCS,566330106,0000062234,7830,512131
007022,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,MARCUS CORP,MCS,566330205,0000062234,7830,512131
007065,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,MARSH & MCLENNAN COS,MMC,571748102,0000062709,6411,524210
007366,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,ENTERGY CORP,ETR,29364G103,0000065984,4911,22111
007636,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,MYERS INDUSTRIES INC,MYE,628464109,0000069488,3089,326199
007733,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,NATIONAL FUEL GAS CO,NFG,636180101,0000070145,4924,221210
007849,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,NEW JERSEY RESOURCES CORP,NJR,646025106,0000356309,4924,221210
007970,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,NORTHEAST UTILITIES,NU,664397106,0000072741,4931,2211
007977,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,XCEL ENERGY INC,XEL,98389B506,0000072903,4931,2211
007977,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,XCEL ENERGY INC,XEL,98389B407,0000072903,4931,2211
007977,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,XCEL ENERGY INC,XEL,98389B209,0000072903,4931,2211
007977,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,XCEL ENERGY INC,XEL,98389B100,0000072903,4931,2211
007977,01,165188,19950703,,S&P 1500 Value,VALUE,I0233,,,S&P,XCEL ENERGY INC,XEL,98389B308,0000072903,4931,2211
